textId,index,content
i_4f492fb36ff8,101,[あっ‖i_7b950a59554c]，[{森|もり}‖i_20c5fd1e17de]さんですか。[どうも‖i_3d2041c86390]　[すみません‖i_40aee3083355]。
i_88f8a224393d,101,[いいえ‖i_621ac75f9759]，[どうぞ‖i_8dce1cd4292e]　{宜|よろ}しく。
i_251ebe0236b2,101,{李秀麗|りしゅうれい}です。こちらこそ，{宜|よろ}しく　お{願|ねが}いします。
i_1d17227caffd,102,[これ‖i_d98b2ba0f85b]は　[{本|ほん}‖i_e6f223ed7a13]です。
i_6f3f5435c85e,102,[それ‖i_5ed1f230567d]は　[{何|なん}‖i_2a2710e8369a]ですか。
i_c767aeb95b17,102,[あれ‖i_408412defec8]は　[だれ‖i_56348cd2185e]の　[{傘|かさ}‖i_fec25eb011b1]ですか。
i_91d55edbb22c,102,[この‖i_4a78e20489fb]　[カメラ‖i_c0dc72a5ef96]は　スミスさんのです。
i_0935d724d522,102,[これ‖i_d98b2ba0f85b]は　[テレビ‖i_1341b5e16566]ですか。
i_11e09617a984,102,いいえ，[それ‖i_5ed1f230567d]は　[テレビ‖i_1341b5e16566]では　ありません。[パソコン‖i_63452fd0f303]です。
i_985a05b2026e,102,[それ‖i_5ed1f230567d]は　[{何|なん}‖i_2a2710e8369a]ですか。
i_201e5e7c4da0,102,[これ‖i_d98b2ba0f85b]は　[{日|に}{本|ほん}{語|ご}‖i_f4f1a7b8f7ea]の　[{本|ほん}‖i_e6f223ed7a13]です。
i_59767c08104c,102,{森|もり}さんの　[かばん‖i_546b9bbb0863]は　[どれ‖i_d283ae29261e]ですか。
i_4b931eba787c,102,[あの‖i_5d5dd909fe4e]　[かばん‖i_546b9bbb0863]です。
i_e90736cd085b,102,[その‖i_153db22ee7ca]　[ノート‖i_0b26ec98cced]は　[だれ‖i_56348cd2185e]のですか。
i_539e827aea19,102,わたしのです。
i_45150c7a9bc0,102,{李|り}さん，[それ‖i_5ed1f230567d]は　[{何|なん}‖i_2a2710e8369a]ですか。
i_4e73db02bca4,102,[これ‖i_d98b2ba0f85b]ですか。[{家族|かぞく}‖i_7c00de0bad5e]の　[{写真|しゃしん}‖i_65849b220a23]です。
i_c93fc4aed74e,102,[この‖i_4a78e20489fb]　[{方|かた}‖i_1219f0bf21b2]は　[どなた‖i_4fc51da29b71]ですか。
i_e928ea41d039,102,{私|わたし}の　[{母|はは}‖i_30b32074409d]です。
i_fa9ee19789cf,102,[お{母|かあ}さん‖i_cba33e9c99ab]は　[おいくつ‖i_52de88c81468]ですか。
i_208d393bbf67,102,{52|ごじゅうに}{歳|さい}です。
i_3973e185f848,102,{小野|おの}さん，[これ‖i_d98b2ba0f85b]，どうぞ。
i_a28cb7119b78,102,[えっ‖i_4e37adf16db5]，[{何|なん}‖i_2a2710e8369a]ですか。
i_591b41ed4b14,102,[お{土産|みやげ}‖i_194486b6f710]です。
i_27e927d208d9,102,[わあ‖i_5d9d2deed823]，[シルク‖i_7e7a22f735f9]の　[ハンカチ‖i_194b75dc6fc9]ですか。
i_1cec1bfdc6c1,102,[ええ‖i_1342e0850bad]。[スワトウ‖i_1df5811f420c]の　[ハンカチ‖i_194b75dc6fc9]です。{中|ちゅう}{国|ごく}の　[{名産品|めいさんひん}‖i_1a0b74cab1e1]です。
i_bb20f2a8e3c6,102,どうも　ありがとう　ございます。
i_f1fb0376fb3a,103,[ここ‖i_6d6699574e90]は　[デパート‖i_71db3d52a1c8]です。
i_386c5a4e9621,103,[{食堂|しょくどう}‖i_dbb440790aa9]は　[デパート‖i_71db3d52a1c8]の　{七階|ななかい}です。
i_654d25b2b486,103,[あそこ‖i_b4b56c37b96e]も　{JC|ジェーシー}{企画|きかく}の　[ビル‖i_115e80bfc777]です。
i_ae21299ea0c7,103,かばん[{売|う}り{場|ば}‖i_c9fbf2fdec9f]は　{一階|いっかい}ですか，{二階|にかい}ですか。
i_0fa1d0b32f17,103,[トイレ‖i_aeb49a033620]は　[どこ‖i_d6e12282f17b]ですか。
i_ee4584b664f8,103,[あちら‖i_8e644646ffe6]です。
i_9d03a564e67a,103,[ここ‖i_6d6699574e90]は　[{郵便局|ゆうびんきょく}‖i_0847e0f39a3f]ですか，[{銀行|ぎんこう}‖i_0ca5894293b3]ですか。
i_d1bf5441ecbc,103,[{銀行|ぎんこう}‖i_0ca5894293b3]です。
i_05d6865a2935,103,これは　[いくら‖i_bdcc3db4eb8f]ですか。
i_68449a6fc974,103,それは　{五千八百円|ごせんはっぴゃくえん}です。
i_f08e4f427a77,103,あれは？
i_d998e3728a0f,103,あれも　{五千八百円|ごせんはっぴゃくえん}です。
i_f1a813270a88,103,[ここ‖i_6d6699574e90]は　[コンビニ‖i_e2ca838d7741]です。[{隣|となり}‖i_397dd2a57c65]は　[{喫茶店|きっさてん}‖i_7b52effade98]です。
i_dc1fe0c54dad,103,あの　[{建物|たてもの}‖i_65e04a2b65c5]は　[ホテル‖i_612cff8ffb7e]ですか、[マンション‖i_4695579a2e9d]ですか。
i_2a5c47f53d0f,103,[あそこ‖i_b4b56c37b96e]は　[マンション‖i_4695579a2e9d]です。
i_ebe5f33182e2,103,あの　[{建物|たてもの}‖i_65e04a2b65c5]は　{何|なん}ですか。
i_c0d6c4702a39,103,[あそこ‖i_b4b56c37b96e]も　[マンション‖i_4695579a2e9d]です。
i_4f8996bb2069,103,[マンション‖i_4695579a2e9d]の　[{隣|となり}‖i_397dd2a57c65]は？
i_b063fdcd342e,103,[マンション‖i_4695579a2e9d]の　[{隣|となり}‖i_397dd2a57c65]は　[{病院|びょういん}‖i_c2d996cd93bb]です。
i_734b3abe290b,103,[{本屋|ほんや}‖i_57aadf2d2b7b]は　[どこ‖i_d6e12282f17b]ですか。
i_8535dfedd7f3,103,[そこ‖i_e2e90ea2a63e]です。その　[ビル‖i_115e80bfc777]の　{二階|にかい}です。
i_5fa33b79836f,103,[あのう‖i_db96b629dc1b]，[{東|とう}{京|きょう}‖i_bc522e3c9da1]の　[{地図|ちず}‖i_7cde9f2b35e2]は　[どこ‖i_d6e12282f17b]ですか。
i_cec9276936b6,103,[{地図|ちず}‖i_7cde9f2b35e2]ですか。[そちら‖i_38255633084c]です。
i_d7cacf24330d,103,[いくら‖i_bdcc3db4eb8f]ですか。
i_969d2dd368fd,103,{五百円|ごひゃくえん}です。
i_c381709e551e,104,[{部屋|へや}‖i_c3c85cd0cd01]に　{机|つくえ}と　いすが　[あります‖i_6d3371e586ab]。
i_142f6b7de825,104,{机|つくえ}の　[{上|うえ}‖i_3c273c29c8b6]に　[{猫|ねこ}‖i_cdaf3a043104]が　[います‖i_8fa596a777da]。
i_9434ce12ae08,104,[{売|ばい}{店|てん}‖i_93bb00d52a83]は　[{駅|えき}‖i_4e69410a6816]の　[{外|そと}‖i_84a29628b789]に　[あります‖i_6d3371e586ab]。
i_34f4d440b164,104,{吉田|よしだ}さんは　[{庭|にわ}‖i_48edc0ad8ec3]に　[います‖i_8fa596a777da]。
i_eea5e9c14f8d,104,その　[{箱|はこ}‖i_92927b5668ab]の　[{中|なか}‖i_3aaaf1a2d4b5]に　{何|なに}が　[あります‖i_6d3371e586ab]か。
i_793472218107,104,{時計|とけい}と　[{眼鏡|めがね}‖i_47c5710ec9ed]が　[あります‖i_6d3371e586ab]。
i_3f1f8e3d6a13,104,[{部屋|へや}‖i_c3c85cd0cd01]に　{誰|だれ}が　[います‖i_8fa596a777da]か。
i_8062bdc2c613,104,{誰|だれ}も　いません。
i_f5ed4afe6cf3,104,{小野|おの}さんの　[{家|いえ}‖i_8937e28e7069]は　どこに　[あります‖i_6d3371e586ab]か
i_73d2fa482b63,104,[{横浜|よこはま}‖i_f6fcf2922b2d]に　[あります‖i_6d3371e586ab]。
i_4bc09ede557e,104,あそこに　[{犬|いぬ}‖i_106255190314]が　[います‖i_8fa596a777da]ね。
i_644f65a5b25a,104,ええ，わたしの　[{犬|いぬ}‖i_106255190314]です。
i_6cf1697bd4d0,104,{小野|おの}さん，{会社|かいしゃ}は　どこに　[あります‖i_6d3371e586ab]か。
i_4cc4e9596566,104,[ええと‖i_de1b15c37012]，　ここです。
i_eaa9dd16b3d0,104,[{近|ちか}く‖i_5fb1bf6db550]に　[{駅|えき}‖i_4e69410a6816]が　[あります‖i_6d3371e586ab]か。
i_1a7bbeedd0d0,104,ええ。[{JR|ジェーアール}‖i_b235c2ce7be7]と　[{地下鉄|ちかてつ}‖i_4ef13d782796]の　[{駅|えき}‖i_4e69410a6816]が　[あります‖i_6d3371e586ab]。[{JR|ジェーアール}‖i_b235c2ce7be7]の　[{駅|えき}‖i_4e69410a6816]は　ここです。
i_ecf50d10f4f0,104,[{地下鉄|ちかてつ}‖i_4ef13d782796]の　[{駅|えき}‖i_4e69410a6816]は　ここですね。
i_2bac38eb9c58,104,ええ，そうです。[{JR|ジェーアール}‖i_b235c2ce7be7]の　[{駅|えき}‖i_4e69410a6816]の　{隣|となり}に　[{地下鉄|ちかてつ}‖i_4ef13d782796]の　[{駅|えき}‖i_4e69410a6816]が　[あります‖i_6d3371e586ab]。
i_a7f463b3241e,104,{小野|おの}さんの　[{家|いえ}‖i_8937e28e7069]は　どちらですか。
i_b823d5c7b4c6,104,{私|わたし}の　[{家|いえ}‖i_8937e28e7069]は　[{横浜|よこはま}‖i_f6fcf2922b2d]です。
i_3cd0af984425,104,ご{家族|かぞく}も　{横浜|よこはま}ですか。
i_75689f7e80d3,104,いいえ，{私|わたし}は　[{一人暮|ひとりぐ}らし‖i_f69be2bd7582]です。
i_ffc06535ac5c,104,ご[{両親|りょうしん}‖i_02d5f0030587]は　どちらですか。
i_617540e7c0cd,104,[{両親|りょうしん}‖i_02d5f0030587]は　[{名古屋|なごや}‖i_9d7a27bbfe8a]に　[います‖i_8fa596a777da]。
i_adcb065b35a2,104,ご[{兄弟|きょうだい}‖i_43331e7f3dcf]は？
i_98886b2abd75,104,[{大阪|おおさか}‖i_4f1df40c45d7]に　[{妹|いもうと}‖i_a921e91e845e]が　[います‖i_8fa596a777da]。
i_7760dfe12858,105,[{今|いま}‖i_76aa57019286]　{四時|よじ}です。
i_e83875d515a2,105,{森|もり}さんは　{七時|しちじ}に　[{起|お}きます‖i_485ea71b0863]。
i_a4f660a25040,105,{森|もり}さんは　[{先週|せんしゅう}‖i_e0036eb56aa2]　[{休|やす}み‖i_e0bb222c0dd1]ました。
i_567a286ab1e8,105,{私|わたし}は　[{昨日|きのう}‖i_ac3f708047e9]　{働|はたら}きませんでした。
i_4e973cda09ca,105,[{毎日|まいにち}‖i_9a86f2bc30e8]，{何時|なんじ}に　[{寝|ね}ます‖i_0facf2f94977]か。
i_a035baae34c0,105,{十一時三十分|じゅういちじさんじゅうぷん}に　[{寝|ね}ます‖i_0facf2f94977]。
i_fa4a29745b5f,105,[{昨日|きのう}‖i_ac3f708047e9]，{何時|なんじ}から　{何時|なんじ}まで　{働|はたら}きましたか。
i_12478549af7d,105,{九時|くじ}から　{六時|ろくじ}まで　{働|はたら}きました。
i_7a52b2c33a79,105,[{先週|せんしゅう}‖i_e0036eb56aa2]　[{休|やす}み‖i_e0bb222c0dd1]ましたか。
i_7fb167aa0e25,105,いいえ，[{休|やす}み‖i_e0bb222c0dd1]ませんでした。
i_97c30d19dae9,105,[{試験|しけん}‖i_767dcf5bbdb6]は　[いつ‖i_3f5f4dcfd02a]　[{始|はじ}まります‖i_ed46303af48c]か。
i_c5a0b470b898,105,[{来週|らいしゅう}‖i_7d8c941fb3f2]の　{木曜日|もくようび}です。
i_a29221cf7cd5,105,{小野|おの}さん，{李|り}さんの　[{歓迎会|かんげいかい}‖i_aaad13f2f787]は　[いつ‖i_3f5f4dcfd02a]ですか。
i_54f9e90ab042,105,[あさって‖i_5867ad0cc628]の　[{夜|よる}‖i_973a14847c6f]です。
i_996bf29de297,105,{何時|なんじ}からですか。
i_08592bc791ab,105,{六時|ろくじ}からです。
i_3066617d0d2d,105,{森君|もりくん}，[おはよう‖i_13dfe4820af4]。[{今|いま}‖i_76aa57019286]　{何時|なんじ}ですか。
i_e1dfdaa2bc2e,105,{十時十五分|じゅうじじゅうごふん}です。
i_09d329add670,105,[{遅刻|ちこく}‖i_e065ca35d994]ですね。
i_f04aebc4b9f8,105,すみません，{課長|かちょう}。[{今朝|けさ}‖i_01c4262f48ec]　{九時|くじ}に　{起|お}きました。
i_396fc3c493c0,105,{森|もり}さんは　[{毎朝|まいあさ}‖i_6802ed32a9b8]　{何時|なんじ}に　[{起|お}きます‖i_485ea71b0863]か。
i_15a9f2bf95dd,105,[いつも‖i_ea9fd7839888]は　{七時|しちじ}ごろです。{李|り}さんは？
i_aec40916620b,105,{私|わたし}は　{6|ろく}{時|じ}ごろです。
i_17994e50d1fd,105,[{北京支社|ぺキンししゃ}‖i_2d43505a6df9]は　{何時|なんじ}に　[{始|はじ}まります‖i_ed46303af48c]か。
i_9abfc93dab1c,105,{八時|はちじ}です。[{午前|ごぜん}‖i_935e02883b47]　{八時|はちじ}から　[{午後|ごご}‖i_8c178395c1b3]　{五時|ごじ}まで　[{働|はたら}きます‖i_a5040b425e25]。
i_fb6b77968deb,105,[{土曜日|どようび}‖i_b7ef943064df]は？
i_397b5709d63d,105,[{土曜日|どようび}‖i_b7ef943064df]は　{働|はたら}きません。[{土曜日|どようび}‖i_b7ef943064df]と　[{日曜日|にちようび}‖i_17b4882b2742]は　[{休|やす}み‖i_e0bb222c0dd1]です。
i_29a832a28a29,106,{吉田|よしだ}さんは　[{来月|らいげつ}‖i_57d20834591a]　{中|ちゅう}{国|ごく}へ　[{行|い}きます‖i_68c922c7df46]。
i_75014e3620f3,106,{李|り}さんは　[{先月|せんげつ}‖i_7396c3f6dbe3]　[{北京|ぺキン}‖i_8b642a0a264f]から　{来|き}ました。
i_d3875ce7f7b2,106,{小野|おの}さんは　[{友達|ともだち}‖i_df65272e2b7e]と　{帰|かえ}りました。
i_1dc78297b03e,106,{森|もり}さんは　{東|とう}{京|きょう}から　[{広島|ひろしま}‖i_c10744d19ca2]まで　[{新幹線|しんかんせん}‖i_976a649b0de0]で　[{行|い}きます‖i_68c922c7df46]。
i_b185c3b22166,106,いつ　[アメリカ‖i_fb95af7f75bf]へ　[{行|い}きます‖i_68c922c7df46]か。
i_0cc0cee51389,106,{十月|じゅうがつ}に　[{行|い}きます‖i_68c922c7df46]。
i_6d3562090eaf,106,{駅|えき}へ　{何|なに}で　[{行|い}きます‖i_68c922c7df46]か。
i_1ddb6aed956f,106,{自転車|じてんしゃ}で　[{行|い}きます‖i_68c922c7df46]。
i_4cc9375f87d7,106,{誰|だれ}と　[{美術館|びじゅつかん}‖i_331e5416ba6f]へ　[{行|い}きます‖i_68c922c7df46]か。
i_f144c3fb2546,106,[{友達|ともだち}‖i_df65272e2b7e]と　[{行|い}きます‖i_68c922c7df46]。
i_1b529d097ac1,106,{大阪|おおさか}から　{上海|シャンハィ}まで　[{飛行機|ひこうき}‖i_6716b3265098]で　[{行|い}きます‖i_68c922c7df46]か。
i_7d5725d97fab,106,いいえ，[フェリー‖i_0f8d05cf2b6d]で　[{行|い}きます‖i_68c922c7df46]。
i_d9406fc759e4,106,{李|り}さん，{昨日|きのう}は　{何時|なんじ}に　[アパート‖i_d69642e3f8e0]へ　{帰|かえ}りましたか。
i_a162b5c0cf9a,106,ええと，[たしか‖i_163e5cabfb53]　{十一時半|じゅういちじはん}ごろです。
i_08c290a15801,106,{何|なに}で　{帰|かえ}りましたか。[タクシー‖i_8e1e5535afdd]ですか。
i_e06420fd8bcd,106,[{電車|でんしゃ}‖i_2d70e806e607]です。[{渋谷|しぶや}‖i_426ecf0422a3]まで　[{電車|でんしゃ}‖i_2d70e806e607]で　{行|い}きました。{駅|えき}から　[アパート‖i_d69642e3f8e0]まで　[{歩|ある}いて‖i_36aa01893344]　{帰|かえ}りました。
i_6cbde7d62719,106,{小野|おの}さんは？
i_de2d28961f3d,106,{私|わたし}も　[{電車|でんしゃ}‖i_2d70e806e607]です。{駅|えき}からは　[タクシー‖i_8e1e5535afdd]で [うち‖i_e58dcb2d2af8]へ　{帰|かえ}りました。
i_ac55711f11a8,106,{何時|なんじ}に　{帰|かえ}りましたか。
i_3a6846e51e4d,106,{十二時|じゅうにじ}ごろです。
i_60dfc4768a25,106,{森|もり}さん，[ゆうべ‖i_7fd1cbb60317]は　[まっすぐ‖i_c3a4ace76d71]　{帰|かえ}りましたか。
i_86d8daf583ad,106,いいえ，{課長|かちょう}と　{一緒|いっしょ}に　[{銀座|ぎんざ}‖i_95d81f23900d]へ　{行|い}きました。
i_8f2ec93941d3,106,えっ，[{銀座|ぎんざ}‖i_95d81f23900d]ですか？
i_85342daab91a,106,{何時|なんじ}に　[うち‖i_e58dcb2d2af8]へ　{帰|かえ}りましたか。
i_fb7209f4b988,106,[{夜中|よなか}‖i_4c884a70b2ca]の　{二時|にじ}です。
i_769bd976260e,106,{二時|にじ}ですか。それは　[お{疲|つか}れ{様|さま}でした‖i_d07af3474bb9]。
i_c9a2c7739ce8,107,{李|り}さんは　{毎日|まいにち}　[コーヒー‖i_822e8dc9c5e2]を　[{飲|の}みます‖i_6afce23a2d80]。
i_29b67bf0dcb6,107,{李|り}さんは　{図書館|としょかん}で　{勉強|べんきょう}[します‖i_1ba8e6bdb1dc]。
i_03a0a46cd83e,107,{私|わたし}は　{毎朝|まいあさ}　[パン‖i_217bab9f1386]か　[お{粥|かゆ}‖i_f44a68310111]を　[{食|た}べます‖i_0e74b0b9b9fc]。
i_b499990f92f1,107,[コーラ‖i_74d2d7847be8]と　[ケーキ‖i_d89cf2b23ff1]を　[ください‖i_196a19511ee3]。
i_e5373cea94b2,107,{李|り}さん，{今朝|けさ}　うちで　{新聞|しんぶん}を　{読|よ}みましたか。
i_a2f20e056cbb,107,いいえ，{読|よ}みませんでした。
i_e65bcf2c202f,107,{今朝|けさ}　{何|なに}を　{食|た}べましたか。
i_078506163b1a,107,{何|なに}も　{食|た}べませんでした。
i_89d1bed15ace,107,{吉田|よしだ}さん，{日曜日|にちようび}　{何|なに}を　[します‖i_1ba8e6bdb1dc]か。
i_b8cb58c2aece,107,[テニス‖i_93c9323d2eb4]か　[ジョギング‖i_903af8478867]を　[します‖i_1ba8e6bdb1dc]。
i_b1b893f2ad24,107,[いらっしゃいませ‖i_06d3257ba64c]。
i_434b4ee47670,107,この ノートと　{鉛筆|えんぴつ}を　[ください‖i_196a19511ee3]。
i_7786587f03a0,107,{李|り}さん，[これから‖i_42db388a7a96]　[{昼|ひる}ご{飯|はん}‖i_939089917727]ですか。
i_3f5df79a3399,107,はい，{小野|おの}さんと　{一緒|いっしょ}に　{行|い}きます。
i_34dfc9a30859,107,{課長|かちょう}は？
i_df28b20787e3,107,コンビニで　[お{弁当|べんとう}‖i_620994b17339]と　[お{茶|ちゃ}‖i_e3f138c4137f]を　{買|か}いました。
i_3a5834b877e0,107,いつも　コンビニですか。
i_cc4e6c6dd08f,107,いいえ。いつもは　[そば{屋|や}‖i_53e87fb697e9]で　[そば‖i_1642cc8997e6]か　[うどん‖i_e1303aa5e4ff]を　[{食|た}べます‖i_0e74b0b9b9fc]。
i_05ff9c283ed7,107,そうですか。
i_c0533f532fb8,107,{李|り}さん，{今日|きょう}は　[そば{屋|や}‖i_53e87fb697e9]へ　{行|い}きますか。
i_e2b35c032413,107,そうですね。
i_15c1f08d50f5,107,[じゃあ‖i_16f57fd9b16e]，{課長|かちょう}，[{失礼|しつれい}します‖i_08b883aa0487]。
i_6e16b69a1b03,107,[いってらっしゃい‖i_015fc13b1319]。
i_f7932c03e18b,107,[いらっしゃいませ‖i_06d3257ba64c]。
i_cdc3a33a2ed9,107,すみません，[{親子丼|おやこどん}‖i_f264238dc47d]を　[ください‖i_196a19511ee3]。{李|り}さんは？
i_07ae7c66de8b,107,{私|わたし}も　それを　[ください‖i_196a19511ee3]。
i_93334d9f55c9,107,[かしこまりました‖i_88ea5cdd17a9]。
i_dccadb9644f5,108,{李|り}さんは　{日|に}{本|ほん}{語|ご}で　{手|て}{紙|がみ}を　{書|か}きます。
i_37557ade30a1,108,わたしは　{小野|おの}さんに　お{土産|みやげ}を　[あげます‖i_228c059c0d90]。
i_99557d958e09,108,わたしは　{小野|おの}さんに　{辞書|じしょ}を　もらいました。
i_ee6f0579010d,108,{李|り}さんは　{明日|あした}　{長島|ながしま}さんに　[{会|あ}います‖i_9567d8a65f9a]。
i_419b2246ac3b,108,{昨日|きのう}，{母|はは}に　{誕生日|たんじょうび}の　[プレゼント‖i_f126a42fe1fa]を　{送|おく}りました。
i_25d9d8f6162b,108,{何|なに}で　{送|おく}りましたか。
i_4d72318998aa,108,[{航空便|こうくうびん}‖i_df64aef6c2c4]で　{送|おく}りました。
i_8bb5dbcbb2d6,108,その　{映画|えいが}の　[チケット‖i_1788fe5a02e2]を　{誰|だれ}に　[あげます‖i_228c059c0d90]か。
i_6b44b0fc2c11,108,{李|り}さんに　[あげます‖i_228c059c0d90]。
i_a04517261817,108,だれに　その　[パンフレット‖i_4a0bccf4a3b8]を　もらいましたか。
i_6b4638f672f0,108,{長島|ながしま}さんに　もらいました。
i_b0cc89ab64f8,108,すみません，{李|り}さんは　いますか。
i_613f8d6e72cf,108,[もう‖i_96fad81469f6]　{帰|かえ}りましたよ。
i_9530b6439b69,108,[さっき‖i_40bfc734602d]　{長島|ながしま}さんに　{電|でん}{話|わ}を　もらいました。
i_2a968e8fe1f0,108,[スケジュール{表|ひょう}‖i_0b0f6280a30b]の　[{件|けん}‖i_8e9b9bf0668c]ですか。
i_74f1885c6d0a,108,はい。
i_8c64ada70f4e,108,[もう‖i_96fad81469f6]　[ファックス‖i_b3ddb9a18327]で　{送|おく}りましたよ。
i_a54185a8368a,108,いつですか。
i_dd2cce845106,108,{昨日|きのう}の　[{夕方|ゆうがた}‖i_384f57668c34]です。[もう‖i_96fad81469f6]　{一|いち}{度|ど}　[{送|おく}ります‖i_7c2e866da9ca]か。
i_c5712a408dae,108,ええ，[お{願|ねが}いします‖i_a44f51252223]。わたしは　[メール‖i_abf6d9390c66]で　[{送|おく}ります‖i_7c2e866da9ca]。
i_9becabad6677,108,[{分|わ}かりました‖i_491b61f61ef6]。
i_fb481446df64,108,{李|り}さん、たった　{今|いま}　{長島|ながしま}さんに　[メール‖i_abf6d9390c66]を　もらいました。
i_430de4e3dc90,108,[ファックス‖i_b3ddb9a18327]は　{届|とど}きましたか。
i_d7cf7b05d7f7,108,ええ，[ファックス‖i_b3ddb9a18327]も　[メール‖i_abf6d9390c66]も　{届|とど}きましたよ。
i_6390e577fc71,108,そうですか。[よかったです‖i_c317e030b2da]。
i_62fa85b2b4fd,108,{李|り}さん，これ，どうぞ。{箱根|はこね}の　[{写真集|しゃしんしゅう}‖i_d0c314d6e380]です。[{前|まえ}に‖i_cfe4447b77f5]　{長島|ながしま}さんに　もらいました。
i_604110f5cc34,108,ありがとう　ございます。
i_4bbb3ce7330c,109,[{四川料理|しせんりょうり}‖i_f07e87cf5073]は　[{辛|から}い‖i_67b2909fd541]です。
i_14d4a14eca1e,109,この　[スープ‖i_9fa75db4a5e7]は　[{余|あま}り‖i_471589f2b607]　{熱|あつ}く　ないです。
i_710ea61b2c80,109,{旅行|りょこう}は　[とても‖i_7007dcfbe295]　{楽|たの}しかったです。
i_99f0b4bcbf4c,109,{中|ちゅう}{国|ごく}は　[{広|ひろ}い‖i_77681fd3c453]　{国|くに}です。
i_53b353b19cce,109,[{天気|てんき}‖i_27d2dbdd0da5]は　よかったですか。
i_a018fe5ca559,109,[いい‖i_379554c75e26]え，[{余|あま}り‖i_471589f2b607]　よく　なかったです。
i_9a0882873475,109,[{天安門|てんあんもん}‖i_f006ab7b02f6]へ　{行|い}きましたか。
i_81dc182dfc01,109,はい。[とても‖i_7007dcfbe295]　[{大|おお}きい‖i_1f31ab3959c6]　{建物|たてもの}ですね。
i_806b59d8c7f5,109,{万里|ばんり}の　{長城|ちょうじょう}は　{北京|ペキン}から　[{遠|とお}い‖i_4d2b2bcf286b]ですか。
i_fcd064d987e6,109,[いい‖i_379554c75e26]え，[{余|あま}り‖i_471589f2b607]　{遠|とお}く　ないです。
i_0f26a465f232,109,[{北京|ペキン}ダック‖i_c74f74b984ff]は　{食|た}べましたか。
i_612d9de72bc6,109,はい，{食|た}べました。[とても‖i_7007dcfbe295]　おいしかったですよ。
i_8e6c385b7b96,109,{小野|おの}さん，この　[{浴衣|ゆかた}‖i_57e32d51910f]は　[ちょっと‖i_1b2cd1192a67]　[{小|ちい}さい‖i_fefb41b650a7]です。
i_db63730534ca,109,[あら‖i_9c830804ce09]，それは　{子供用|こどもよう}ですよ。これを　どうぞ。
i_1c87d968145d,109,それは　[{丁度|ちょうど}‖i_604e07d1d0e3]　[いい‖i_379554c75e26]です。
i_108ed8459ac6,109,{李|り}さん，{熱|あつ}く　ないですか。
